constellation,average_competence,average_relative_competence,average_accuracy,count,population,sample,options,iteration,total_iterations
minority,0.5731365665237893,0.359704849785684,0.18421052631578946,190,999,3,3,7,100
consensus,0.7132908568829467,0.5699362853244201,0.9591836734693877,98,999,3,3,8,100
dissensus,0.6246881334831889,0.4370322002247833,0.3333333333333333,29,999,3,3,8,100
majority,0.6820097735922477,0.5230146603883714,0.7766990291262136,206,999,3,3,8,100
minority,0.5882571363251982,0.3823857044877973,0.16019417475728157,206,999,3,3,8,100
consensus,0.7231631575006516,0.5847447362509773,0.967741935483871,93,999,3,3,9,100
dissensus,0.6110148491892444,0.4165222737838666,0.3333333333333333,39,999,3,3,9,100
majority,0.6823980620367975,0.5235970930551963,0.7761194029850746,201,999,3,3,9,100
minority,0.5990405217227008,0.3985607825840513,0.19900497512437812,201,999,3,3,9,100
consensus,0.709847330053257,0.5647709950798854,0.9528301886792453,106,999,3,3,10,100
dissensus,0.6217353204939426,0.432602980740914,0.3333333333333333,33,999,3,3,10,100
majority,0.6892260171507432,0.5338390257261146,0.7319587628865979,194,999,3,3,10,100
minority,0.5832482477357208,0.3748723716035812,0.2268041237113402,194,999,3,3,10,100
consensus,0.7152034760478677,0.5728052140718016,0.9821428571428571,112,999,3,3,11,100
dissensus,0.5865352928222185,0.37980293923332786,0.3333333333333333,44,999,3,3,11,100
majority,0.6891511662844779,0.5337267494267168,0.8248587570621468,177,999,3,3,11,100
minority,0.5783096056549043,0.36746440848235656,0.15254237288135594,177,999,3,3,11,100
consensus,0.7260569284987473,0.5890853927481209,0.9775280898876404,89,999,3,3,12,100
dissensus,0.5871369706877841,0.3807054560316761,0.3333333333333333,36,999,3,3,12,100
majority,0.680556753044351,0.5208351295665266,0.7692307692307693,208,999,3,3,12,100
minority,0.5816677435486315,0.37250161532294723,0.1875,208,999,3,3,12,100
consensus,0.7049698110155247,0.5574547165232872,0.963963963963964,111,999,3,3,13,100
dissensus,0.586929944825989,0.3803949172389835,0.3333333333333333,44,999,3,3,13,100
majority,0.6780293672424061,0.5170440508636092,0.7191011235955056,178,999,3,3,13,100
minority,0.5843570935321896,0.3765356402982843,0.2247191011235955,178,999,3,3,13,100
consensus,0.7125821272544817,0.5688731908817225,0.9897959183673469,98,999,3,3,14,100
dissensus,0.5928579621797062,0.38928694326955926,0.3333333333333333,39,999,3,3,14,100
majority,0.6693945332801724,0.5040917999202585,0.7551020408163265,196,999,3,3,14,100
minority,0.5836398733532703,0.3754598100299054,0.18877551020408162,196,999,3,3,14,100
consensus,0.7198562929842199,0.57978443947633,0.9504950495049505,101,999,3,3,15,100
dissensus,0.6052143826578108,0.40782157398671626,0.3333333333333333,35,999,3,3,15,100
majority,0.6776496098974055,0.5164744148461082,0.751269035532995,197,999,3,3,15,100
minority,0.5945470802597828,0.3918206203896742,0.20812182741116753,197,999,3,3,15,100
consensus,0.716717359857557,0.5750760397863356,0.9775280898876404,89,999,3,3,16,100
dissensus,0.6218641953060762,0.4327962929591143,0.3333333333333333,41,999,3,3,16,100
majority,0.6842154278263163,0.5263231417394744,0.7586206896551724,203,999,3,3,16,100
minority,0.6007444107934087,0.40111661619011296,0.1921182266009852,203,999,3,3,16,100
consensus,0.7154814346440505,0.5732221519660756,0.9907407407407407,108,999,3,3,17,100
dissensus,0.6148198434932739,0.42222976523991085,0.3333333333333333,42,999,3,3,17,100
majority,0.7112787615869174,0.5669181423803761,0.8469945355191257,183,999,3,3,17,100
minority,0.5838932261228874,0.37583983918433106,0.12021857923497267,183,999,3,3,17,100
consensus,0.708389145230423,0.5625837178456343,0.9772727272727273,88,999,3,3,18,100
dissensus,0.5933879763746084,0.39008196456191263,0.3333333333333333,41,999,3,3,18,100
majority,0.6935367068790168,0.5403050603185251,0.7352941176470589,204,999,3,3,18,100
minority,0.6136336112836243,0.42045041692543633,0.19607843137254902,204,999,3,3,18,100
consensus,0.7233300339782618,0.5849950509673926,0.9587628865979382,97,999,3,3,19,100
dissensus,0.602815305640112,0.404222958460168,0.3333333333333333,44,999,3,3,19,100
majority,0.6862305186841695,0.5293457780262543,0.765625,192,999,3,3,19,100
minority,0.5951113551968269,0.39266703279524034,0.17708333333333334,192,999,3,3,19,100
consensus,0.72855593782702055,0.5928339067405308,0.9814814814814815,108,999,3,3,20,100
dissensus,0.6179792574329874,0.4269688861494811,0.3333333333333333,34,999,3,3,20,100
majority,0.6916464497802542,0.5374696746703813,0.7591623036649214,191,999,3,3,20,100
minority,0.5787035025019088,0.36805525375286324,0.18848167539267016,191,999,3,3,20,100
consensus,0.7296218933671519,0.5944328400507277,0.9803921568627451,102,999,3,3,21,100
dissensus,0.6037762062412433,0.4056643093618649,0.3333333333333333,44,999,3,3,21,100
majority,0.7005866762261453,0.5508800143392178,0.8181818181818182,187,999,3,3,21,100
minority,0.5833136375334426,0.3749704563001639,0.13903743315508021,187,999,3,3,21,100
consensus,0.7156093264092035,0.5734139896138053,0.9911504424778761,113,999,3,3,22,100
dissensus,0.6153270119324415,0.4229905178986623,0.3333333333333333,28,999,3,3,22,100
majority,0.6888084575406942,0.5332126863110414,0.7760416666666666,192,999,3,3,22,100
minority,0.6102852752786324,0.41542791291794856,0.19270833333333334,192,999,3,3,22,100
consensus,0.7061083498730453,0.5591625248095679,0.9509803921568627,102,999,3,3,23,100
dissensus,0.6179815717946945,0.4269723576920418,0.3333333333333333,44,999,3,3,23,100
majority,0.6811790831172059,0.5217686246758089,0.7540106951871658,187,999,3,3,23,100
minority,0.6064603651953453,0.40969054779301795,0.20320855614973263,187,999,3,3,23,100
consensus,0.7099795853419023,0.5649693780128533,0.95,100,999,3,3,24,100
dissensus,0.588878064265009,0.3833170963975136,0.3333333333333333,40,999,3,3,24,100
majority,0.6971098019372325,0.5456647029058488,0.7772020725388601,193,999,3,3,24,100
minority,0.5843806336167395,0.37657095042510935,0.17098445595854922,193,999,3,3,24,100
consensus,0.7116973743085174,0.5675460614627761,1,99,999,3,3,25,100
dissensus,0.6031318648155173,0.4046977972232758,0.3333333333333333,43,999,3,3,25,100
majority,0.6978716596739162,0.5468074895108743,0.8272251308900523,191,999,3,3,25,100
minority,0.5752852622965712,0.36292789344485676,0.14659685863874344,191,999,3,3,25,100
consensus,0.7217458288594952,0.5826187432892429,0.9587628865979382,97,999,3,3,26,100
dissensus,0.623639658678691,0.43545948801803647,0.3333333333333333,45,999,3,3,26,100
majority,0.6671019169131382,0.5006528753697074,0.7539267015706806,191,999,3,3,26,100
minority,0.591416440644898,0.387124660967347,0.193717277486911,191,999,3,3,26,100
consensus,0.7040997689001554,0.556149653350233,0.9629629629629629,108,999,3,3,27,100
dissensus,0.6258074174972945,0.4387111262459418,0.3333333333333333,34,999,3,3,27,100
majority,0.6897610580779443,0.5346415871169165,0.774869109947644,191,999,3,3,27,100
minority,0.5719632101960376,0.3579448152940564,0.18324607329842932,191,999,3,3,27,100
consensus,0.7119633567420318,0.5679450351130477,0.9375,96,999,3,3,28,100
dissensus,0.6095364450097636,0.4143046675146454,0.3333333333333333,30,999,3,3,28,100
majority,0.6817298717380632,0.5225948076070948,0.7729468599033816,207,999,3,3,28,100
minority,0.5884555123998347,0.3826832685997521,0.17391304347826086,207,999,3,3,28,100
consensus,0.724203337749203,0.5863050066238044,0.9636363636363636,110,999,3,3,29,100
dissensus,0.6113119655249951,0.4169679482874926,0.3333333333333333,40,999,3,3,29,100
majority,0.6756602105101867,0.5134903157652799,0.7759562841530054,183,999,3,3,29,100
minority,0.5828869483452325,0.37433042251784865,0.15300546448087432,183,999,3,3,29,100
consensus,0.7130472406347841,0.5695708609521761,0.9572649572649573,117,999,3,3,30,100
dissensus,0.6037066139278073,0.40555992089171095,0.3333333333333333,38,999,3,3,30,100
majority,0.6980607212217671,0.5470910818326508,0.7696629213483146,178,999,3,3,30,100
minority,0.5819142282607334,0.3728713423911001,0.19101123595505617,178,999,3,3,30,100
consensus,0.7127219579345746,0.569082936901862,0.9519230769230769,104,999,3,3,31,100
dissensus,0.6026778471423313,0.40401677071349695,0.3333333333333333,44,999,3,3,31,100
majority,0.6748651053693548,0.5122976580540324,0.7243243243243244,185,999,3,3,31,100
minority,0.5694913012009147,0.35423695180137216,0.23783783783783785,185,999,3,3,31,100
consensus,0.7359456580284481,0.6039184870426724,0.9807692307692307,104,999,3,3,32,100
dissensus,0.6077571613654967,0.41163574204824516,0.3333333333333333,35,999,3,3,32,100
majority,0.6689334863291164,0.5034002294936746,0.7577319587628866,194,999,3,3,32,100
minority,0.5984889894525466,0.39773348417881993,0.20103092783505155,194,999,3,3,32,100
consensus,0.7072328256243215,0.5608492384364823,0.9611650485436893,103,999,3,3,33,100
dissensus,0.5886018299978968,0.3829027449968452,0.3333333333333333,43,999,3,3,33,100
majority,0.6902114333312647,0.5353171499968971,0.7700534759358288,187,999,3,3,33,100
minority,0.6075902159920099,0.4113853239880148,0.19786096256684493,187,999,3,3,33,100
consensus,0.7008356721549747,0.5512535082324619,0.9464285714285714,112,999,3,3,34,100
dissensus,0.6274277539106837,0.44114163086602565,0.3333333333333333,38,999,3,3,34,100
majority,0.6861553133265175,0.5292329699897763,0.7814207650273224,183,999,3,3,34,100
minority,0.5927097275038886,0.3890645912558329,0.1912568306010929,183,999,3,3,34,100
consensus,0.7118725112258125,0.5678087668387187,0.9789473684210527,95,999,3,3,35,100
dissensus,0.5956522234028306,0.39347833510424596,0.3333333333333333,39,999,3,3,35,100
majority,0.6739588089589922,0.5109382134384883,0.7537688442211056,199,999,3,3,35,100
minority,0.6018464205672706,0.40276963085090584,0.20100502512562815,199,999,3,3,35,100
consensus,0.7138257517731312,0.5707386276596969,0.967391304347826,92,999,3,3,36,100
dissensus,0.6133866769867757,0.4200800154801636,0.3333333333333333,42,999,3,3,36,100
majority,0.6797674431608307,0.519651164741246,0.7788944723618091,199,999,3,3,36,100
minority,0.5754535281071299,0.36318029216069486,0.17587939698492464,199,999,3,3,36,100
consensus,0.7300430157938824,0.5950645236908237,0.9821428571428571,112,999,3,3,37,100
dissensus,0.6128090371688207,0.4192135557532311,0.3333333333333333,30,999,3,3,37,100
majority,0.6831588976842597,0.5247383465263895,0.7382198952879581,191,999,3,3,37,100
minority,0.5881643677561058,0.3822465516341587,0.17801047120418848,191,999,3,3,37,100
consensus,0.7289997265944732,0.5934995898917098,1,96,999,3,3,38,100
dissensus,0.6102968300838671,0.41544524512580067,0.3333333333333333,39,999,3,3,38,100
majority,0.6759794788895276,0.5139692183342913,0.7525252525252525,198,999,3,3,38,100
minority,0.5803305559104892,0.37049583386573376,0.20707070707070707,198,999,3,3,38,100
consensus,0.7178106605462273,0.576715990819341,0.9791666666666666,96,999,3,3,39,100
dissensus,0.6056532233725397,0.4084798350588096,0.3333333333333333,49,999,3,3,39,100
majority,0.6757020419075465,0.5135530628613196,0.7819148936170213,188,999,3,3,39,100
minority,0.5811649464221064,0.3717474196331596,0.14893617021276595,188,999,3,3,39,100
consensus,0.7308404160667215,0.5962606241000822,0.990990990990991,111,999,3,3,40,100
dissensus,0.591311189099569,0.3869667836493535,0.3333333333333333,38,999,3,3,40,100
majority,0.692999895233526,0.5394998428502891,0.7771739130434783,184,999,3,3,40,100
minority,0.5842155659886793,0.3763233489830189,0.16304347826086957,184,999,3,3,40,100
consensus,0.7013325278401479,0.5519987917602218,0.9711538461538461,104,999,3,3,41,100
dissensus,0.6358896483988723,0.45383447259830845,0.3333333333333333,28,999,3,3,41,100
majority,0.6926795607567866,0.5390193411351798,0.7412935323383084,201,999,3,3,41,100
minority,0.6116866242437072,0.41752993636556085,0.22885572139303484,201,999,3,3,41,100
consensus,0.7015288556773399,0.5522932835160099,0.9690721649484536,97,999,3,3,42,100
dissensus,0.5937723538338497,0.39065853075077467,0.3333333333333333,53,999,3,3,42,100
majority,0.681541466507009,0.5223121997605135,0.7650273224043715,183,999,3,3,42,100
minority,0.6114025487673074,0.41710382315096106,0.20218579234972678,183,999,3,3,42,100
consensus,0.7138341471226406,0.5707512206839609,0.9896907216494846,97,999,3,3,43,100
dissensus,0.6319711731953753,0.44795675979306304,0.3333333333333333,32,999,3,3,43,100
majority,0.6939541886106372,0.5409312829159557,0.7745098039215687,204,999,3,3,43,100
minority,0.5705489429091316,0.35582341436369747,0.1715686274509804,204,999,3,3,43,100
consensus,0.6955418782851462,0.5433128174277193,0.9607843137254902,102,999,3,3,44,100
dissensus,0.6245096328712645,0.4367644493068968,0.3333333333333333,35,999,3,3,44,100
majority,0.6909920094874498,0.5364880142311746,0.7346938775510204,196,999,3,3,44,100
minority,0.5806406638149464,0.37096099572241953,0.20408163265306123,196,999,3,3,44,100
consensus,0.7182370316217501,0.5773555474326252,0.9523809523809523,105,999,3,3,45,100
dissensus,0.6115450776199362,0.4173176164299043,0.3333333333333333,48,999,3,3,45,100
majority,0.6736109779738063,0.5104164669607094,0.8055555555555556,180,999,3,3,45,100
minority,0.5856986504979432,0.37854797574691473,0.15555555555555556,180,999,3,3,45,100
consensus,0.7068233280006949,0.5602349920010423,0.9868421052631579,76,999,3,3,46,100
dissensus,0.583018546656671,0.37452781998500645,0.3333333333333333,54,999,3,3,46,100
majority,0.6775617073408569,0.5163425610112852,0.7487684729064039,203,999,3,3,46,100
minority,0.5892890799555114,0.3839336199332671,0.21674876847290642,203,999,3,3,46,100
consensus,0.7062214686996257,0.5593322030494385,0.9595959595959596,99,999,3,3,47,100
dissensus,0.613476693194739,0.4202150397921085,0.3333333333333333,36,999,3,3,47,100
majority,0.6953275696992223,0.5429913545488334,0.803030303030303,198,999,3,3,47,100
minority,0.5698868946340061,0.3548303419510091,0.13131313131313133,198,999,3,3,47,100
consensus,0.7078506025771224,0.5617759038656835,0.9722222222222222,108,999,3,3,48,100
dissensus,0.6308000868700621,0.4462001303050931,0.3333333333333333,33,999,3,3,48,100
majority,0.6704367599106466,0.5056551398659698,0.8020833333333334,192,999,3,3,48,100
minority,0.5904265512233704,0.38563982683505554,0.13020833333333334,192,999,3,3,48,100
consensus,0.7176134430793504,0.5764201646190256,0.9714285714285714,105,999,3,3,49,100
dissensus,0.6038519880508609,0.40577798207629134,0.3333333333333333,33,999,3,3,49,100
majority,0.663696339723264,0.4955445095848961,0.7076923076923077,195,999,3,3,49,100
minority,0.5958032832393407,0.39370492485901104,0.2512820512820513,195,999,3,3,49,100
consensus,0.7013851416401794,0.552077712460269,0.9591836734693877,98,999,3,3,50,100
dissensus,0.6142742967747741,0.4214114451621611,0.3333333333333333,38,999,3,3,50,100
majority,0.6799132952438243,0.5198699428657363,0.7614213197969543,197,999,3,3,50,100
minority,0.5805607101463992,0.37084106521959875,0.19289340101522842,197,999,3,3,50,100
consensus,0.7251844432161669,0.5877766648242504,0.9897959183673469,98,999,3,3,51,100
dissensus,0.5987940005446125,0.3981910008169188,0.3333333333333333,38,999,3,3,51,100
majority,0.6815551150004756,0.5223326725007135,0.7563451776649747,197,999,3,3,51,100
minority,0.5995177777205135,0.3992766665807703,0.19796954314720813,197,999,3,3,51,100
consensus,0.7228634893591492,0.5842952340387239,0.9719626168224299,107,999,3,3,52,100
dissensus,0.6358217033451461,0.4537325550177191,0.3333333333333333,39,999,3,3,52,100
majority,0.6872096776870145,0.5308145165305217,0.7754010695187166,187,999,3,3,52,100
minority,0.5907451636282438,0.38611774544236577,0.18716577540106952,187,999,3,3,52,100
consensus,0.7215860419740858,0.5823790629611287,0.9879518072289156,83,999,3,3,53,100
dissensus,0.6404830642834144,0.4607245964251216,0.3333333333333333,46,999,3,3,53,100
majority,0.6835967220957209,0.5253950831435813,0.7549019607843137,204,999,3,3,53,100
minority,0.5699348373915331,0.35490225608729964,0.20098039215686275,204,999,3,3,53,100
consensus,0.7137047402081487,0.5705571103122231,0.941747572815534,103,999,3,3,54,100
dissensus,0.6177325987567505,0.4265988981351257,0.3333333333333333,39,999,3,3,54,100
majority,0.6731019890265796,0.5096529835398694,0.7905759162303665,191,999,3,3,54,100
minority,0.5716951226280843,0.35754268394212646,0.16230366492146597,191,999,3,3,54,100
consensus,0.7223395740580786,0.5835093610871179,0.9887640449438202,89,999,3,3,55,100
dissensus,0.5977510936785454,0.39662664051781804,0.3333333333333333,46,999,3,3,55,100
majority,0.6962525273692052,0.5443787910538077,0.7878787878787878,198,999,3,3,55,100
minority,0.5850241337032669,0.37753620055490034,0.18181818181818182,198,999,3,3,55,100
consensus,0.713777024256727,0.5706655363850903,0.9782608695652174,92,999,3,3,56,100
dissensus,0.6020029727615313,0.403004459142297,0.3333333333333333,40,999,3,3,56,100
majority,0.6796405568138185,0.5194608352207278,0.7711442786069652,201,999,3,3,56,100
minority,0.5732779854531732,0.3599169781797598,0.19402985074626866,201,999,3,3,56,100
consensus,0.7093420612898095,0.5640130919347142,0.9473684210526315,95,999,3,3,57,100
dissensus,0.6013745238367272,0.40206178575509083,0.3333333333333333,38,999,3,3,57,100
majority,0.6889389555354137,0.5334084333031206,0.76,200,999,3,3,57,100
minority,0.6057754572760314,0.4086631859140471,0.2,200,999,3,3,57,100
consensus,0.7266589306988334,0.5899883960482499,0.9813084112149533,107,999,3,3,58,100
dissensus,0.6145036133724984,0.4217554200587476,0.3333333333333333,37,999,3,3,58,100
majority,0.699879849867524,0.5498197748012861,0.783068783068783,189,999,3,3,58,100
minority,0.5909461791995039,0.38641926879925587,0.17989417989417988,189,999,3,3,58,100
consensus,0.7186147010188049,0.5779220515282073,0.9894736842105263,95,999,3,3,59,100
dissensus,0.5954822429533427,0.39322336443001404,0.3333333333333333,44,999,3,3,59,100
majority,0.6842813395800652,0.5264220093700978,0.7783505154639175,194,999,3,3,59,100
minority,0.5760902854401132,0.3641354281601698,0.18041237113402062,194,999,3,3,59,100
consensus,0.7048121386957873,0.5572182080436809,0.97,100,999,3,3,60,100
dissensus,0.5959429406218402,0.3939144109327603,0.3333333333333333,29,999,3,3,60,100
majority,0.66709834891691,0.500647523375365,0.7254901960784313,204,999,3,3,60,100
minority,0.5891346313923694,0.3837019470885542,0.2107843137254902,204,999,3,3,60,100
consensus,0.7145622530010426,0.5718433795015638,0.99,100,999,3,3,61,100
dissensus,0.5892954588836106,0.3839431883254158,0.3333333333333333,36,999,3,3,61,100
majority,0.6706061956615309,0.5059092934922963,0.7918781725888325,197,999,3,3,61,100
minority,0.5844127351793188,0.37661910276897825,0.16751269035532995,197,999,3,3,61,100
consensus,0.7208681282976154,0.5813021924464231,0.9611650485436893,103,999,3,3,62,100
dissensus,0.6057905856988323,0.40868587854824834,0.3333333333333333,38,999,3,3,62,100
majority,0.6785496758153993,0.5178245137230988,0.7760416666666666,192,999,3,3,62,100
minority,0.5878356909419785,0.3817535364129678,0.17708333333333334,192,999,3,3,62,100
consensus,0.7118311779313555,0.5677467668970333,0.9915966386554622,119,999,3,3,63,100
dissensus,0.6476557879458841,0.4714836819188261,0.3333333333333333,41,999,3,3,63,100
majority,0.6662209117829958,0.4993313676744937,0.7283236994219653,173,999,3,3,63,100
minority,0.5884902757917296,0.3827354136875944,0.21965317919075145,173,999,3,3,63,100
consensus,0.7207109921166881,0.5810664881750321,0.97,100,999,3,3,64,100
dissensus,0.6277412320280241,0.4416118480420361,0.3333333333333333,35,999,3,3,64,100
majority,0.691509382140365,0.5372640732105474,0.7676767676767676,198,999,3,3,64,100
minority,0.5871707896877595,0.3807561845316392,0.16161616161616163,198,999,3,3,64,100
consensus,0.7340512448723463,0.6010768673085194,0.9814814814814815,108,999,3,3,65,100
dissensus,0.6055622529565242,0.4083433794347864,0.3333333333333333,38,999,3,3,65,100
majority,0.6781363408707926,0.5172045113061888,0.7647058823529411,187,999,3,3,65,100
minority,0.5916258180904105,0.3874387271356156,0.18716577540106952,187,999,3,3,65,100
consensus,0.7261331388484643,0.5891997082726965,0.9680851063829787,94,999,3,3,66,100
dissensus,0.6074953780635186,0.41124306709527797,0.3333333333333333,42,999,3,3,66,100
majority,0.6985846347634109,0.5478769521451163,0.7868020304568528,197,999,3,3,66,100
minority,0.6013896941308203,0.4020845411962305,0.17766497461928935,197,999,3,3,66,100
consensus,0.7108604121605784,0.5662906182408676,0.9541284403669725,109,999,3,3,67,100
dissensus,0.6392615252277918,0.4588922878416876,0.3333333333333333,32,999,3,3,67,100
majority,0.6755029044506955,0.5132543566760432,0.75,192,999,3,3,67,100
minority,0.6056797961880673,0.40851969428210094,0.21354166666666666,192,999,3,3,67,100
consensus,0.7255869637725313,0.5883804456587969,0.9696969696969697,99,999,3,3,68,100
dissensus,0.6117412254800675,0.4176118382201013,0.3333333333333333,30,999,3,3,68,100
majority,0.6793164529448096,0.5189746794172143,0.7843137254901961,204,999,3,3,68,100
minority,0.5932095352677458,0.3898143029016187,0.19607843137254902,204,999,3,3,68,100
consensus,0.7237549950559589,0.5856324925839383,0.9805825242718447,103,999,3,3,69,100
dissensus,0.6036288734462019,0.40544331016930285,0.3333333333333333,31,999,3,3,69,100
majority,0.6774349976756097,0.5161524965134145,0.7386934673366834,199,999,3,3,69,100
minority,0.5672203504232382,0.3508305256348571,0.21105527638190955,199,999,3,3,69,100
consensus,0.7214114392389503,0.5821171588584255,0.98989898989899,99,999,3,3,70,100
dissensus,0.5981727750398792,0.3972591625598188,0.3333333333333333,39,999,3,3,70,100
majority,0.688111282992535,0.5321669244888024,0.7692307692307693,195,999,3,3,70,100
minority,0.565663442020424,0.3484951630306359,0.16923076923076924,195,999,3,3,70,100
consensus,0.7133304969335815,0.5699957454003723,0.9795918367346939,98,999,3,3,71,100
dissensus,0.636580810052741,0.4548712150791115,0.3333333333333333,33,999,3,3,71,100
majority,0.6944357749945316,0.5416536624917974,0.7475247524752475,202,999,3,3,71,100
minority,0.5887599648975401,0.38313994734631024,0.21287128712871287,202,999,3,3,71,100
consensus,0.7068562858234635,0.56028442873519535,0.9322033898305084,118,999,3,3,72,100
dissensus,0.614455497415278,0.42168324612291713,0.3333333333333333,28,999,3,3,72,100
majority,0.6551738261143925,0.4827607391715887,0.7433155080213903,187,999,3,3,72,100
minority,0.5925253345664265,0.3887880018496398,0.20320855614973263,187,999,3,3,72,100
consensus,0.7200781213539494,0.5801171820309242,0.9770114942528736,87,999,3,3,73,100
dissensus,0.6216115902498526,0.4324173853747789,0.3333333333333333,41,999,3,3,73,100
majority,0.6840587905415039,0.5260881858122558,0.775609756097561,205,999,3,3,73,100
minority,0.5784452575751073,0.36766788636266096,0.18536585365853658,205,999,3,3,73,100
consensus,0.7132713798019621,0.5699070697029432,0.9809523809523809,105,999,3,3,74,100
dissensus,0.6336636060636278,0.4504954090954417,0.3333333333333333,37,999,3,3,74,100
majority,0.685190623616361,0.5277859354245414,0.7905759162303665,191,999,3,3,74,100
minority,0.5850220802012526,0.37753312030187886,0.16230366492146597,191,999,3,3,74,100
consensus,0.7159838002304444,0.5739757003456665,0.97,100,999,3,3,75,100
dissensus,0.6131173582665326,0.4196760373997988,0.3333333333333333,39,999,3,3,75,100
majority,0.6799333513605559,0.5199000270408339,0.7371134020618557,194,999,3,3,75,100
minority,0.6099989283861932,0.4149983925792898,0.20618556701030927,194,999,3,3,75,100
consensus,0.706510940874988,0.559766411312482,0.9591836734693877,98,999,3,3,76,100
dissensus,0.6214530248416676,0.43217953726250147,0.3333333333333333,35,999,3,3,76,100
majority,0.6816633556208884,0.5224950334313325,0.755,200,999,3,3,76,100
minority,0.5911661896342412,0.3867492844513618,0.22,200,999,3,3,76,100
consensus,0.7118892318377233,0.567833847756585,0.9611650485436893,103,999,3,3,77,100
dissensus,0.6207643889270171,0.43114658339052564,0.3333333333333333,36,999,3,3,77,100
majority,0.6677127196105466,0.50156907941582,0.788659793814433,194,999,3,3,77,100
minority,0.5836445671142978,0.37546685067144675,0.14948453608247422,194,999,3,3,77,100
consensus,0.7045328651853718,0.5567992977780578,0.9626168224299065,107,999,3,3,78,100
dissensus,0.6180498513496585,0.4270747770244877,0.3333333333333333,35,999,3,3,78,100
majority,0.6671674541627621,0.5007511812441432,0.7015706806282722,191,999,3,3,78,100
minority,0.6051356894838548,0.40770353422578215,0.2356020942408377,191,999,3,3,78,100
consensus,0.7262277857868168,0.5893416786802251,0.9607843137254902,102,999,3,3,79,100
dissensus,0.6311274580820873,0.44669118712313083,0.3333333333333333,38,999,3,3,79,100
majority,0.6724927646754589,0.5087391470131883,0.7564766839378239,193,999,3,3,79,100
minority,0.5751298435558349,0.36269476533375217,0.20207253886010362,193,999,3,3,79,100
consensus,0.6943864510988123,0.5415796766482185,0.9803921568627451,102,999,3,3,80,100
dissensus,0.6230288523721457,0.43454327855821856,0.3333333333333333,48,999,3,3,80,100
majority,0.6909279247282755,0.5363918870924133,0.7540983606557377,183,999,3,3,80,100
minority,0.60273786197978,0.4041067929696699,0.22950819672131148,183,999,3,3,80,100
consensus,0.7106494147409211,0.56597412211138165,0.9583333333333334,96,999,3,3,81,100
dissensus,0.6320468342035181,0.44807025130527717,0.3333333333333333,40,999,3,3,81,100
majority,0.6826936615321332,0.5240404922981997,0.766497461928934,197,999,3,3,81,100
minority,0.5850590060673049,0.3775885091009575,0.19796954314720813,197,999,3,3,81,100
consensus,0.7049891880288537,0.5574837820432806,0.9903846153846154,104,999,3,3,82,100
dissensus,0.619715704842659,0.4295735572639885,0.3333333333333333,39,999,3,3,82,100
majority,0.6932099326092979,0.5398148989139469,0.7578947368421053,190,999,3,3,82,100
minority,0.5982399710454047,0.3973599565681071,0.19473684210526315,190,999,3,3,82,100
consensus,0.7427694430771388,0.6141541646157082,1,100,999,3,3,83,100
