constellation,average_competence,average_relative_competence,average_accuracy,count,population,sample,options,iteration,total_iterations
consensus,0.712057188179137,0.5680857822687055,0.9651162790697675,86,999,3,3,32,1000
dissensus,0.6085179969446645,0.41277699541699675,0.3333333333333333,42,999,3,3,32,1000
majority,0.6802222491086771,0.5203333736630157,0.7414634146341463,205,999,3,3,32,1000
minority,0.5958029639256013,0.3937044458884019,0.22439024390243903,205,999,3,3,32,1000
consensus,0.7228932436691508,0.5843398655037262,0.9595959595959596,99,999,3,3,33,1000
dissensus,0.6333039491359765,0.4499559237039648,0.3333333333333333,40,999,3,3,33,1000
majority,0.6904795191421165,0.5357192787131746,0.8144329896907216,194,999,3,3,33,1000
minority,0.5722731602869454,0.3584097404304181,0.16494845360824742,194,999,3,3,33,1000
consensus,0.7023079112827176,0.5534618669240765,0.9433962264150944,106,999,3,3,34,1000
dissensus,0.6060243989614034,0.4090365984421051,0.3333333333333333,36,999,3,3,34,1000
majority,0.6934501997265887,0.5401752995898831,0.806282722513089,191,999,3,3,34,1000
minority,0.5772885666123183,0.3659328499184775,0.17277486910994763,191,999,3,3,34,1000
consensus,0.7063501883425428,0.5595252825138143,0.9425287356321839,87,999,3,3,35,1000
dissensus,0.6039144157560671,0.4058716236341007,0.3333333333333333,37,999,3,3,35,1000
majority,0.6905551623962255,0.5358327435943383,0.7799043062200957,209,999,3,3,35,1000
minority,0.5846116305596272,0.37691744583944065,0.18181818181818182,209,999,3,3,35,1000
consensus,0.71599021081381,0.5739853162207149,0.98989898989899,99,999,3,3,36,1000
dissensus,0.5812375913172915,0.37185638697593715,0.3333333333333333,36,999,3,3,36,1000
majority,0.6655822785858141,0.4983734178787211,0.7676767676767676,198,999,3,3,36,1000
minority,0.5932791467767008,0.38991872016505125,0.17676767676767677,198,999,3,3,36,1000
consensus,0.7044206404971363,0.5566309607457043,0.9894736842105263,95,999,3,3,37,1000
dissensus,0.5875921195911568,0.3813881793867351,0.3333333333333333,39,999,3,3,37,1000
majority,0.6861466604692104,0.5292199907038156,0.7437185929648241,199,999,3,3,37,1000
minority,0.606359461714768,0.40953919257215193,0.22110552763819097,199,999,3,3,37,1000
consensus,0.7206896706365687,0.5810345059548532,0.9791666666666666,96,999,3,3,38,1000
dissensus,0.6107884256794062,0.4161826385191093,0.3333333333333333,26,999,3,3,38,1000
majority,0.6756227404448553,0.513434110667283,0.7630331753554502,211,999,3,3,38,1000
minority,0.583494838192547,0.37524225728882044,0.2037914691943128,211,999,3,3,38,1000
consensus,0.7247960837721302,0.5871941256581953,0.9789473684210527,95,999,3,3,39,1000
dissensus,0.6124786390320897,0.41871795854813454,0.3333333333333333,33,999,3,3,39,1000
majority,0.6771513727345936,0.5157270591018903,0.7073170731707317,205,999,3,3,39,1000
minority,0.6129889383291205,0.4194834074936808,0.21951219512195122,205,999,3,3,39,1000
consensus,0.7252391744623589,0.5878587616935383,0.9913793103448276,116,999,3,3,40,1000
dissensus,0.5841081665186716,0.3761622497780074,0.3333333333333333,39,999,3,3,40,1000
majority,0.6873145372866678,0.5309718059300017,0.7921348314606742,178,999,3,3,40,1000
minority,0.5817806114859475,0.3726709172289212,0.1797752808988764,178,999,3,3,40,1000
consensus,0.7205395619896597,0.5808093429844896,0.9333333333333333,90,999,3,3,41,1000
dissensus,0.6242335444475684,0.4363503166713526,0.3333333333333333,37,999,3,3,41,1000
majority,0.6903677466517604,0.5355516199776404,0.7864077669902912,206,999,3,3,41,1000
minority,0.5755143367668801,0.36327150515032014,0.1650485436893204,206,999,3,3,41,1000
consensus,0.7274491883039228,0.5911737824558843,0.9903846153846154,104,999,3,3,42,1000
dissensus,0.6060594267436062,0.4090891401154093,0.3333333333333333,30,999,3,3,42,1000
majority,0.6839067844975852,0.5258601767463779,0.7839195979899497,199,999,3,3,42,1000
minority,0.5879446771042656,0.38191701565639835,0.19095477386934673,199,999,3,3,42,1000
consensus,0.7109105732282717,0.5663658598424074,0.9801980198019802,101,999,3,3,43,1000
dissensus,0.6064427952385611,0.40966419285784167,0.3333333333333333,35,999,3,3,43,1000
majority,0.6813886939861549,0.5220830409792323,0.7614213197969543,197,999,3,3,43,1000
minority,0.5695612787626773,0.35434191814401583,0.17258883248730963,197,999,3,3,43,1000
consensus,0.7183830899656074,0.5775746349484111,0.9711538461538461,104,999,3,3,44,1000
dissensus,0.6080612557454813,0.412091883618222,0.3333333333333333,42,999,3,3,44,1000
majority,0.6767550095817848,0.5151325143726772,0.7486631016042781,187,999,3,3,44,1000
minority,0.595792040038761,0.3936880600581414,0.18716577540106952,187,999,3,3,44,1000
consensus,0.7141599629442688,0.571239944416403,0.963302752293578,109,999,3,3,45,1000
dissensus,0.6202772336226036,0.43041585043390534,0.3333333333333333,42,999,3,3,45,1000
majority,0.6747107899158463,0.5120661848737694,0.7857142857142857,182,999,3,3,45,1000
minority,0.5766963156822033,0.3650444735233048,0.1813186813186813,182,999,3,3,45,1000
consensus,0.7217201922667134,0.58258028840007,0.9647058823529412,85,999,3,3,46,1000
dissensus,0.6470485839516753,0.4705728759275129,0.3333333333333333,25,999,3,3,46,1000
majority,0.6798821048754002,0.5198231573131002,0.7668161434977578,223,999,3,3,46,1000
minority,0.5838422454894981,0.37576336823424716,0.15695067264573992,223,999,3,3,46,1000
consensus,0.717226308726469,0.5758394630897035,0.9540229885057471,87,999,3,3,47,1000
dissensus,0.6050240730452869,0.40753610956793035,0.3333333333333333,35,999,3,3,47,1000
majority,0.6738929313855425,0.5108393970783138,0.7582938388625592,211,999,3,3,47,1000
minority,0.60413581248311,0.40620371872466504,0.1990521327014218,211,999,3,3,47,1000
consensus,0.7071262847186855,0.5606894270780284,0.9438202247191011,89,999,3,3,48,1000
dissensus,0.5885438042000942,0.3828157063001414,0.3333333333333333,51,999,3,3,48,1000
majority,0.6677506039110503,0.5016259058665755,0.7357512953367875,193,999,3,3,48,1000
minority,0.5752597972034881,0.36288969580523206,0.23316062176165803,193,999,3,3,48,1000
consensus,0.7039835219056731,0.5559752828585098,0.946236559139785,93,999,3,3,49,1000
dissensus,0.6235100941939486,0.435265141290923,0.3333333333333333,40,999,3,3,49,1000
majority,0.6896979451121297,0.5345469176681945,0.79,200,999,3,3,49,1000
minority,0.5784232007976001,0.3676348011964001,0.185,200,999,3,3,49,1000
consensus,0.7089785914031912,0.5634678871047869,0.9696969696969697,99,999,3,3,50,1000
dissensus,0.6181815938385542,0.42727239075783124,0.3333333333333333,41,999,3,3,50,1000
majority,0.6782784038890854,0.5174176058336282,0.7875647668393783,193,999,3,3,50,1000
minority,0.5851834287612807,0.37777514314192107,0.18134715025906736,193,999,3,3,50,1000
consensus,0.7244467102196273,0.586670065329441,0.972972972972973,111,999,3,3,51,1000
dissensus,0.6278018464478172,0.44170276967172584,0.3333333333333333,41,999,3,3,51,1000
majority,0.6599641266839774,0.4899461900259662,0.712707182320442,181,999,3,3,51,1000
minority,0.6031122188869363,0.4046683283304045,0.2265193370165746,181,999,3,3,51,1000
consensus,0.7103465118698983,0.5655197678048475,0.95,100,999,3,3,52,1000
dissensus,0.6065517673579355,0.4098276510369033,0.3333333333333333,35,999,3,3,52,1000
majority,0.6925414785204193,0.5388122177806288,0.797979797979798,198,999,3,3,52,1000
minority,0.5743618292799878,0.36154274391998176,0.15656565656565657,198,999,3,3,52,1000
consensus,0.7283113351167991,0.5924670026751987,0.9894736842105263,95,999,3,3,53,1000
dissensus,0.6107424217285977,0.4161136325928965,0.3333333333333333,32,999,3,3,53,1000
majority,0.7029155156067286,0.554373273410093,0.8155339805825242,206,999,3,3,53,1000
minority,0.5684956629484783,0.3527434944227175,0.16019417475728157,206,999,3,3,53,1000
consensus,0.7267915808157158,0.5901873712235737,0.9904761904761905,105,999,3,3,54,1000
dissensus,0.5968354538455606,0.3952531807683408,0.3333333333333333,25,999,3,3,54,1000
majority,0.6880202082674706,0.5320303124012058,0.7980295566502463,203,999,3,3,54,1000
minority,0.5664924281864918,0.34973864227973767,0.1625615763546798,203,999,3,3,54,1000
consensus,0.7301111782028799,0.5951667673043197,0.9795918367346939,98,999,3,3,55,1000
dissensus,0.6245661624011466,0.43684924360171995,0.3333333333333333,29,999,3,3,55,1000
majority,0.6923102026328318,0.5384653039492477,0.7524271844660194,206,999,3,3,55,1000
minority,0.5921932555227254,0.38828988328408814,0.21844660194174756,206,999,3,3,55,1000
consensus,0.7320733071155262,0.5981099606732891,0.9456521739130435,92,999,3,3,56,1000
dissensus,0.5698133468877797,0.3547200203316695,0.3333333333333333,41,999,3,3,56,1000
majority,0.6840920259333992,0.5261380389000988,0.76,200,999,3,3,56,1000
minority,0.5937509784568101,0.3906264676852152,0.18,200,999,3,3,56,1000
consensus,0.7026522606320578,0.5539783909480865,0.9213483146067416,89,999,3,3,57,1000
dissensus,0.5930829924560846,0.389624488684127,0.3333333333333333,28,999,3,3,57,1000
majority,0.6731871853145645,0.5097807779718467,0.7407407407407407,216,999,3,3,57,1000
minority,0.5804052810827098,0.37060792162406464,0.2037037037037037,216,999,3,3,57,1000
consensus,0.7198839035665623,0.5798258553498434,0.9719626168224299,107,999,3,3,58,1000
dissensus,0.6331344986444011,0.4497017479666016,0.3333333333333333,51,999,3,3,58,1000
majority,0.6769954409534555,0.5154931614301833,0.7428571428571429,175,999,3,3,58,1000
minority,0.6113134510141044,0.4169701765211566,0.2057142857142857,175,999,3,3,58,1000
consensus,0.7179485438495047,0.5769228157742571,0.95,100,999,3,3,59,1000
dissensus,0.5986284685899581,0.3979427028849371,0.3333333333333333,39,999,3,3,59,1000
majority,0.6812689030483763,0.5219033545725643,0.7835051546391752,194,999,3,3,59,1000
minority,0.5812612171852929,0.3718918257779394,0.18041237113402062,194,999,3,3,59,1000
consensus,0.7265673799843573,0.5898510699765359,0.9658119658119658,117,999,3,3,60,1000
dissensus,0.6224317522024244,0.4336476283036367,0.3333333333333333,32,999,3,3,60,1000
majority,0.6958570814770781,0.5437856222156172,0.7880434782608695,184,999,3,3,60,1000
minority,0.5889245798065583,0.38338686970983754,0.14673913043478262,184,999,3,3,60,1000
consensus,0.7323350995181367,0.598502649277205,0.9626168224299065,107,999,3,3,61,1000
dissensus,0.6414668090159499,0.46220021352392476,0.3333333333333333,38,999,3,3,61,1000
majority,0.6731497328406438,0.5097245992609657,0.7446808510638298,188,999,3,3,61,1000
minority,0.5543115658979493,0.33146734884692397,0.2127659574468085,188,999,3,3,61,1000
consensus,0.728650100661155,0.5929751509917325,1,109,999,3,3,62,1000
dissensus,0.611634974129912,0.4174524611948679,0.3333333333333333,40,999,3,3,62,1000
majority,0.6663967593276934,0.49959513899154,0.8097826086956522,184,999,3,3,62,1000
minority,0.5947158670262096,0.3920738005393144,0.15760869565217392,184,999,3,3,62,1000
consensus,0.7162574139878982,0.5743861209818473,0.97,100,999,3,3,63,1000
dissensus,0.6037007826129123,0.4055511739193684,0.3333333333333333,35,999,3,3,63,1000
majority,0.6873547271323651,0.5310320906985476,0.7828282828282829,198,999,3,3,63,1000
minority,0.5720965263131154,0.358144789469673,0.15151515151515152,198,999,3,3,63,1000
consensus,0.7160503644411038,0.5740755466616556,0.9646017699115044,113,999,3,3,64,1000
dissensus,0.6366386079252051,0.45495791188780765,0.3333333333333333,32,999,3,3,64,1000
majority,0.6783185869035087,0.5174778803552631,0.7127659574468085,188,999,3,3,64,1000
minority,0.5727324014816909,0.35909860222253637,0.1702127659574468,188,999,3,3,64,1000
consensus,0.7232194006856946,0.5848291010285418,0.9782608695652174,92,999,3,3,65,1000
dissensus,0.603122588871823,0.4046838833077345,0.3333333333333333,40,999,3,3,65,1000
majority,0.6857388289722539,0.5286082434583808,0.7810945273631841,201,999,3,3,65,1000
minority,0.5862841433536564,0.3794262150304846,0.19900497512437812,201,999,3,3,65,1000
consensus,0.7063304234105372,0.5594956351158058,0.9669421487603306,121,999,3,3,66,1000
dissensus,0.6108989564077053,0.41634843461155796,0.3333333333333333,26,999,3,3,66,1000
majority,0.6575701328142176,0.4863551992213264,0.7204301075268817,186,999,3,3,66,1000
minority,0.5942104328356977,0.39131564925354656,0.1881720430107527,186,999,3,3,66,1000
consensus,0.7262336399978995,0.5893504599968493,0.9696969696969697,99,999,3,3,67,1000
dissensus,0.5914061384570318,0.3871092076855477,0.3333333333333333,33,999,3,3,67,1000
majority,0.6919423047090985,0.5379134570636477,0.7562189054726368,201,999,3,3,67,1000
minority,0.5742421696274533,0.36136325444118006,0.1791044776119403,201,999,3,3,67,1000
consensus,0.730144648986886,0.595216973480329,0.9900990099009901,101,999,3,3,68,1000
dissensus,0.6077850218396634,0.41167753275949515,0.3333333333333333,40,999,3,3,68,1000
majority,0.687147989902668,0.530721984854002,0.7447916666666666,192,999,3,3,68,1000
minority,0.6010769139854044,0.4016153709781065,0.19270833333333334,192,999,3,3,68,1000
consensus,0.7120773375730214,0.5681160063595321,0.9541284403669725,109,999,3,3,69,1000
dissensus,0.6035554354311898,0.4053331531467848,0.3333333333333333,32,999,3,3,69,1000
majority,0.6778329400472608,0.5167494100708913,0.7604166666666666,192,999,3,3,69,1000
minority,0.6009876313748667,0.40148144706229993,0.17708333333333334,192,999,3,3,69,1000
consensus,0.7043169560034717,0.5564754340052075,0.9401709401709402,117,999,3,3,70,1000
dissensus,0.5955660268043479,0.3933490402065218,0.3333333333333333,35,999,3,3,70,1000
majority,0.675205063177307,0.5128075947659605,0.8397790055248618,181,999,3,3,70,1000
minority,0.5651764149827331,0.34776462247409956,0.10497237569060773,181,999,3,3,70,1000
consensus,0.7150423060088522,0.5725634590132783,0.98,100,999,3,3,71,1000
dissensus,0.6128819130801706,0.4193228696202559,0.3333333333333333,31,999,3,3,71,1000
majority,0.6836676576990087,0.5255014865485131,0.7623762376237624,202,999,3,3,71,1000
minority,0.5870726058642278,0.3806089087963418,0.1782178217821782,202,999,3,3,71,1000
consensus,0.7144317933425565,0.5716476900138348,0.9805825242718447,103,999,3,3,72,1000
dissensus,0.6262766835261921,0.4394150252892882,0.3333333333333333,29,999,3,3,72,1000
majority,0.6899919941172677,0.5349879911759017,0.8009950248756219,201,999,3,3,72,1000
minority,0.5841236693535933,0.37618550403038997,0.1791044776119403,201,999,3,3,72,1000
consensus,0.720381072452515,0.5805716086787726,0.9803921568627451,102,999,3,3,73,1000
dissensus,0.6080199235455237,0.4120298853182855,0.3333333333333333,40,999,3,3,73,1000
majority,0.6825331586383017,0.5237997379574525,0.7801047120418848,191,999,3,3,73,1000
minority,0.5740490895281521,0.3610736342922282,0.16753926701570682,191,999,3,3,73,1000
consensus,0.7372848094352632,0.6059272141528947,0.9775280898876404,89,999,3,3,74,1000
dissensus,0.5937182046921441,0.39057730703821614,0.3333333333333333,30,999,3,3,74,1000
majority,0.6785618405588947,0.5178427608383419,0.7429906542056075,214,999,3,3,74,1000
minority,0.5776748470512344,0.36651227057685154,0.21495327102803738,214,999,3,3,74,1000
consensus,0.7185639186950247,0.5778458780425371,0.944954128440367,109,999,3,3,75,1000
dissensus,0.6319260466498909,0.4478890699748364,0.3333333333333333,39,999,3,3,75,1000
majority,0.6837600843498467,0.52564012652477,0.7837837837837838,185,999,3,3,75,1000
minority,0.5945331186450481,0.39179967796757215,0.16216216216216217,185,999,3,3,75,1000
consensus,0.7131206307432439,0.5696809461148659,0.9489795918367347,98,999,3,3,76,1000
dissensus,0.5982787665626448,0.3974181498439673,0.3333333333333333,36,999,3,3,76,1000
majority,0.6699179484324851,0.5048769226487277,0.7487437185929648,199,999,3,3,76,1000
minority,0.5828952567076227,0.374342885061434,0.19597989949748743,199,999,3,3,76,1000
consensus,0.6913572066369651,0.5370358099554476,0.9484536082474226,97,999,3,3,77,1000
dissensus,0.6188211412990611,0.42823171194859155,0.3333333333333333,33,999,3,3,77,1000
majority,0.676303354509814,0.5144550317647211,0.7093596059113301,203,999,3,3,77,1000
minority,0.5969511419993463,0.39542671299901944,0.2512315270935961,203,999,3,3,77,1000
consensus,0.6990937381010499,0.5486406071515748,0.9801980198019802,101,999,3,3,78,1000
dissensus,0.6083304528146982,0.41249567922204733,0.3333333333333333,47,999,3,3,78,1000
majority,0.6857060291179297,0.5285590436768944,0.7945945945945946,185,999,3,3,78,1000
minority,0.5817574756966719,0.3726362135450079,0.17297297297297298,185,999,3,3,78,1000
consensus,0.7316667095827009,0.5975000643740512,0.9523809523809523,105,999,3,3,79,1000
dissensus,0.6088505551308094,0.4132758326962142,0.3333333333333333,36,999,3,3,79,1000
majority,0.6958017404819354,0.543702610722903,0.765625,192,999,3,3,79,1000
minority,0.591645004120235,0.38746750618035253,0.21354166666666666,192,999,3,3,79,1000
consensus,0.7067456597503478,0.5601184896255216,0.9489795918367347,98,999,3,3,80,1000
dissensus,0.5956571200625279,0.3934856800937919,0.3333333333333333,41,999,3,3,80,1000
majority,0.684928310464562,0.527392465696843,0.7938144329896907,194,999,3,3,80,1000
minority,0.5906782169535091,0.3860173254302636,0.17010309278350516,194,999,3,3,80,1000
consensus,0.7032486838555476,0.5548730257833214,0.9789473684210527,95,999,3,3,81,1000
